title,reply,cluster
刑法中的无罪过事件是怎样的,"刑法第13条规定：“行为在客观上虽然造成了损害结果,但是,不是出于故意或过失,而是由于不能抗拒或者不能预见的原因所引起的,不认为是犯罪.”这就是说,一个人的行为造成了危害结果,但经过调查以后证明,他既没有犯罪的故意,也没有过失,即无罪过,那么不管危害结果有多么严重,也不构成犯罪,不能追究刑事责任.也就是说由于行为人不能抗拒的原因而引起,或者行为人不能预见的原因而引起的危害结果,都是行为人所无法避免的,当然不能让他负责任.",10
担保人承担高利贷利息吗,如果是借了高利贷，那么不管在什么情况下，担保人视同借款人，也要承担高利贷本金和利息，这帮人是没有什么章法的，最好到正规银行借款。,8
欠条没还款时间新法律规定时效是多长,如果是没有还款日期的借条，在你没有主张对方还款的情况下，诉讼时效是20年，若你定下日期主张对方还款，则从定下的日期开始计算，诉讼时效为两年。如果是欠条的话，从打欠条之日算起，诉讼时效是两年。,8
我结婚证掉了，不补办结婚证可以直接离婚吗,《婚姻登记条例》第十条内地居民自愿离婚的，男女双方应当共同到一方当事人常住户口所在地的婚姻登记机关办理离婚登记。第十一条办理离婚登记的内地居民应当出具下列证件和证明材料：(一)本人的户口簿、身份证；(二)本人的结婚证；(三)双方当事人共同签署的离婚协议书。离婚协议书应当载明双方当事人自愿离婚的意思表示以及对子女抚养、财产及债务处理等事项协商一致的意见。,4
过户的房产可以收回吗,1、需要依据你们之间签订房屋买卖合同约定来处理。如合同中对这种情况没有约定，需要双方协商解决。2、协商不成，你可起诉对方要求解除合同，返还房屋并支付违约金。,8
刑法规定的贪污贿赂罪有多少条罪名,贪污贿赂罪规定在我国刑法第八章，根据该章规定，贪污贿赂罪的罪名有：1、第三百八十二条和第三百九十四条的贪污罪；2、第三百八十四条的挪用公款罪；3、第三百八十五条的受贿罪；4、第三百八十七条的单位受贿罪；5、第三百八十八条的利用影响力受贿罪；6、第三百八十九条的行贿罪；7、第三百九十条之一的对有影响力的人行贿罪；8、第三百九十一条的对单位行贿罪；9、第三百九十二条的介绍贿赂罪；10、第三百九十三条的单位行贿罪；11、第三百九十五条的巨额财产来源不明罪和隐瞒境外存款罪；12、第三百九十六条的私分国有资产罪和私分罚没财物罪。《刑法》第八章贪污贿赂罪第三百八十二条【贪污罪】国家工作人员利用职务上的便利，侵吞、窃取、骗取或者以其他手段非法占有公共财物的，是贪污罪。受国家机关、国有公司、企业、事业单位、人民团体委托管理、经营国有财产的人员，利用职务上的便利，侵吞、窃取、骗取或者以其他手段非法占有国有财物的，以贪污论。与前两款所列人员勾结，伙同贪污的，以共犯论处。第三百八十三条【对犯贪污罪的处罚规定】对犯贪污罪的，根据情节轻重，分别依照下列规定处罚：(一)贪污数额较大或者有其他较重情节的，处三年以下有期徒刑或者拘役，并处罚金。(二)贪污数额巨大或者有其他严重情节的，处三年以上十年以下有期徒刑，并处罚金或者没收财产。(三)贪污数额特别巨大或者有其他特别严重情节的，处十年以上有期徒刑或者无期徒刑，并处罚金或者没收财产；数额特别巨大，并使国家和人民利益遭受特别重大损失的，处无期徒刑或者死刑，并处没收财产。对多次贪污未经处理的，按照累计贪污数额处罚。犯第一款罪，在提起公诉前如实供述自己罪行、真诚悔罪、积极退赃，避免、减少损害结果的发生，有第一项规定情形的，可以从轻、减轻或者免除处罚；有第二项、第三项规定情形的，可以从轻处罚。犯第一款罪，有第三项规定情形被判处死刑缓期执行的，人民法院根据犯罪情节等情况可以同时决定在其死刑缓期执行二年期满依法减为无期徒刑后，终身监禁，不得减刑、假释。第三百八十四条【挪用公款罪】国家工作人员利用职务上的便利，挪用公款归个人使用，进行非法活动的，或者挪用公款数额较大、进行营利活动的，或者挪用公款数额较大、超过三个月未还的，是挪用公款罪，处五年以下有期徒刑或者拘役；情节严重的，处五年以上有期徒刑。挪用公款数额巨大不退还的，处十年以上有期徒刑或者无期徒刑。挪用用于救灾、抢险、防汛、优抚、扶贫、移民、救济款物归个人使用的，从重处罚。第三百八十五条【受贿罪】国家工作人员利用职务上的便利，索取他人财物的，或者非法收受他人财物，为他人谋取利益的，是受贿罪。国家工作人员在经济往来中，违反国家规定，收受各种名义的回扣、手续费，归个人所有的，以受贿论处。第三百八十六条【对犯受贿罪的处罚规定】对犯受贿罪的，根据受贿所得数额及情节，依照本法第三百八十三条的规定处罚。索贿的从重处罚。第三百八十七条【单位受贿罪】国家机关、国有公司、企业、事业单位、人民团体，索取、非法收受他人财物，为他人谋取利益，情节严重的，对单位判处罚金，并对其直接负责的主管人员和其他直接责任人员，处五年以下有期徒刑或者拘役。前款所列单位，在经济往来中，在帐外暗中收受各种名义的回扣、手续费的，以受贿论，依照前款的规定处罚。第三百八十八条【受贿罪；利用影响力受贿罪】国家工作人员利用本人职权或者地位形成的便利条件，通过其他国家工作人员职务上的行为，为请托人谋取不正当利益，索取请托人财物或者收受请托人财物的，以受贿论处。第三百八十八条之一国家工作人员的近亲属或者其他与该国家工作人员关系密切的人，通过该国家工作人员职务上的行为，或者利用该国家工作人员职权或者地位形成的便利条件，通过其他国家工作人员职务上的行为，为请托人谋取不正当利益，索取请托人财物或者收受请托人财物，数额较大或者有其他较重情节的，处三年以下有期徒刑或者拘役，并处罚金；数额巨大或者有其他严重情节的，处三年以上七年以下有期徒刑，并处罚金；数额特别巨大或者有其他特别严重情节的，处七年以上有期徒刑，并处罚金或者没收财产。离职的国家工作人员或者其近亲属以及其他与其关系密切的人，利用该离职的国家工作人员原职权或者地位形成的便利条件实施前款行为的，依照前款的规定定罪处罚。第三百八十九条【行贿罪】为谋取不正当利益，给予国家工作人员以财物的，是行贿罪。在经往来中，违反国家规定，给予国家工作人员以财物，数额较大的，或者违反国家规定，给予国家工作人员以各种名义的回扣、手续费的，以行贿论处。因被勒索给予国家工作人员以财物，没有获得不正当利益的，不是行贿。第三百九十条【对犯行贿罪的处罚；关联行贿罪】对犯行贿罪的，处五年以下有期徒刑或者拘役，并处罚金；因行贿谋取不正当利益，情节严重的，或者使国家利益遭受重大损失的，处五年以上十年以下有期徒刑，并处罚金；情节特别严重的，或者使国家利益遭受特别重大损失的，处十年以上有期徒刑或者无期徒刑，并处罚金或者没收财产。行贿人在被追诉前主动交待行贿行为的，可以从轻或者减轻处罚。其中，犯罪较轻的，对侦破重大案件起关键作用的，或者有重大立功表现的，可以减轻或者免除处罚。第三百九十条之一【对有影响力的人行贿罪】为谋取不正当利益，向国家工作人员的近亲属或者其他与该国家工作人员关系密切的人，或者向离职的国家工作人员或者其近亲属以及其他与其关系密切的人行贿的，处三年以下有期徒刑或者拘役，并处罚金；情节严重的，或者使国家利益遭受重大损失的，处三年以上七年以下有期徒刑，并处罚金；情节特别严重的，或者使国家利益遭受特别重大损失的，处七年以上十年以下有期徒刑，并处罚金。单位犯前款罪的，对单位判处罚金，并对其直接负责的主管人员和其他直接责任人员，处三年以下有期徒刑或者拘役，并处罚金。第三百九十一条【对单位行贿罪】为谋取不正当利益，给予国家机关、国有公司、企业、事业单位、人民团体以财物的，或者在经济往来中，违反国家规定，给予各种名义的回扣、手续费的，处三年以下有期徒刑或者拘役，并处罚金。单位犯前款罪的，对单位判处罚金，并对其直接负责的主管人员和其他直接责任人员，依照前款的规定处罚。第三百九十二条【介绍贿赂罪】向国家工作人员介绍贿赂，情节严重的，处三年以下有期徒刑或者拘役，并处罚金。介绍贿赂人在被追诉前主动交待介绍贿赂行为的，可以减轻处罚或者免除处罚。第三百九十三条【单位行贿罪】单位为谋取不正当利益而行贿，或者违反国家规定，给予国家工作人员以回扣、手续费，情节严重的，对单位判处罚金，并对其直接负责的主管人员和其他直接责任人员，处五年以下有期徒刑或者拘役，并处罚金。因行贿取得的违法所得归个人所有的，依照本法第三百八十九条、第三百九十条的规定定罪处罚。第三百九十四条【贪污罪】国家工作人员在国内公务活动或者对外交往中接受礼物，依照国家规定应当交公而不交公，数额较大的，依照本法第三百八十二条、第三百八十三条的规定定罪处罚。第三百九十五条【巨额财产来源不明罪；隐瞒境外存款罪】国家工作人员的财产、支出明显超过合法收入，差额巨大的，可以责令该国家工作人员说明来源，不能说明来源的，差额部分以非法所得论，处五年以下有期徒刑或者拘役；差额特别巨大的，处五年以上十年以下有期徒刑。财产的差额部分予以追缴。国家工作人员在境外的存款，应当依照国家规定申报。数额较大、隐瞒不报的，处二年以下有期徒刑或者拘役；情节较轻的，由其所在单位或者上级主管机关酌情给予行政处分。第三百九十六条【私分国有资产罪；私分罚没财物罪】国家机关、国有公司、企业、事业单位、人民团体，违反国家规定，以单位名义将国有资产集体私分给个人，数额较大的，对其直接负责的主管人员和其他直接责任人员，处三年以下有期徒刑或者拘役，并处或者单处罚金；数额巨大的，处三年以上七年以下有期徒刑，并处罚金。司法机关、行政执法机关违反国家规定，将应当上缴国家的罚没财物，以单位名义集体私分给个人的，依照前款的规定处罚。,10
能夺回孩子的抚养权吗,新婚姻法规定的抚养权原则是，如果父母离婚，父母与子女的关系不因父母离婚而改变。子女抚养权，主要取决于抚养条件。主要有这样几条原则：1、一周岁以下的子女，判给母亲抚养；2、哺乳期内的子女原则上判给母亲抚养；3、自幼由祖父母看护的，原则上判给父亲抚养；自幼由外祖父母看护的，原则上判给母亲抚养；4、那方收入多，有利于孩子健康成长原则上把孩子判给谁抚养；5、一方如果有过错或家庭暴力倾向，原则上不把孩子判给这一方抚养；6、一方有不可治愈的传染性疾病或无法自理的疾病，不适合抚养孩子，原则上不能把孩子判给这一方；7、十周岁以上的孩子，要征求孩子一件，原则上按孩子的愿望判决。,6
深圳高速套牌怎么处罚,因车辆套牌被查实的，可由交警扣留该机动车，处15日以下拘留，并处2000元以上5000元以下罚款。,11
社保，该怎么样赔偿，赔偿怎样计算,1、社会保险是国家强制性规定要义务缴纳的；《中华人民共和国劳动法》第七十二条用人单位和劳动者必须依法参加社会保险，缴纳社会保险费。2、四年多的加班费若有证据证明属实可以要回！3、补偿金计算分二段计算，一、2008年1月1日后，六个月以下补半个月工资，六个月以上及每满一年补一个月，08年之前的工作时间每满一年，发给相当于一个月工资的经济补偿金。工作时间不满一年的按一年的标准发给经济补偿金。4、要想取得利益最大值，最好将详细资料交给律师等专业人士结合事实证据统计计算（因为满天开价会对自己不利的）。5、符合一裁终局的用人单位若没有有力证据证明裁决是错误的法院是不会受理的。6、《最高人民法院关于民事诉讼证据的若干规定》第6条明确规定：“在劳动争议纠纷案件中，因用人单位作出开除、除名、辞退、解除劳动合同、减少劳动报酬、计算劳动者工作年限等决定而发生劳动争议的，由用人单位负举证责任。”其中没有劳动者亲笔签名的文件伪证完全可以否认。7、双倍工资是2008年1月1日实施的新劳动合同法的规定，故是从今年2月份开始算。,3
共同贪污征地款，从犯，坦白，退脏，数额巨大，能判缓刑吗？,根据你的情况，判处缓刑的可能性不大，根据刑法的规定：贪污34万元，数额巨大，应当判处三年以下有期徒刑十年以下有期徒刑。对于从犯、坦白以及退赃的情况，法院可以适当减轻处罚，但不至于会判缓刑的,7
压岁钱归家长所有吗律师来讲压岁钱是谁的,压岁钱是孩子的，但家长可以代为保管，孩子成年后，可以请求家长归还压岁钱。如若家长不给，孩子成年后可以对家长提起诉讼。,1
校园贷不还会怎么样.本来想还的.它给我发各,1、无力偿还会面临法院后果的，建议及债权人积极协商，争取延迟还款。债权人也会起诉你，然后申请执行你的财产的。2、有能力而拒不执行的情况下，涉嫌拒不执行判决、裁定罪《刑法》第三百一十三条【拒不执行判决、裁定罪】对人民法院的判决、裁定有能力执行而拒不执行，情节严重的，处三年以下有期徒刑、拘役或者刑罚。3、另外名下没有可供执行的财产而他又拒绝履行法院的生效判决，则会有逾期还款等负面信息记录在个人的信用报告中并被限制高消费及出入境，甚至有可能会被司法拘留。,7
刑法知识一人犯数罪，什么情况下数罪并罚,一、什么情况下数罪并罚数罪并罚，是指人民法院对一人犯数罪分别定罪量刑，并根据法定原则与方法，决定应当执行的刑罚。据此，数罪并罚具有以下特征：1.一人犯数罪。一人犯二个或二个以上的数罪是实行数罪并罚的前提。一人犯一罪以及数人共同犯一罪的，不发生数罪并罚的问题;数人共同犯数罪的，实际上对数人应分别量刑，仍然属于一人犯数罪，存在数罪并罚问题。2.数罪发生在法定期间以内。换言之，只有当刑罚执行完毕以前发现犯罪人犯有数罪的，才适用数罪并罚。包括以下具体情况：(1)判决宣告以前一人犯数罪;(2)判决宣告后，刑罚执行完毕以前，发现被判刑的犯罪人在判决宣告以前还有其他罪没有判决的(漏罪);(3)判决宣告后，刑罚执行完毕以前，被判刑的犯罪人又犯罪的(新罪);(4)被宣告缓刑或假释的犯罪人在缓刑或假释考验期内又犯罪或发现漏罪的。由此可见，数罪并罚与累犯从重处罚有区别，刑罚执行完毕之后又犯罪的，属于是否构成累犯的问题，而不是数罪并罚的问题。刑罚执行完毕以后发现犯罪人在判决宣告以前还有其他罪没有判决的，如果没有超过追诉时效，应依法定罪量刑，但这既不是数罪并罚问题，也不是累犯问题。3.对数罪分别定罪量刑后，根据法定原则与方法，决定执行的刑罚，即先对犯罪人所犯数罪分别定罪量刑，后决定合并执行的刑罚。故实行数罪并罚的结局，是对数罪产生一个判决结果，而不是相互独立的几个判决结果。对数罪产生一个判决结果，不是采取“估堆”方法将数罪作为一个整体综合判断的结果，而是先分别定罪量刑，后根据一定原则与方法决定合并执行的刑罚。具体表现为两种情况：一是在判决宣告以前一人犯数罪的，要一个一个地定罪量刑，然后根据法定原则与方法，决定合并执行的刑罚;二是在判决宣告后刑罚执行完毕以前发现漏罪或者再犯新罪，或者在缓刑、假释考验期内再犯新罪或发现漏罪的，只需要对漏罪或新罪定罪量刑，然后根据法定原则与方法，与前罪刑罚合并决定应执行的刑罚。二、数罪并罚原则是什么数罪并罚原则，是指对一人犯数罪合并处罚所依据的原则。各国刑法所采取的原则主要有吸收原则、并科原则、限制加重原则与混合原则。吸收原则的内容是将数罪分别定罪量刑，然后选择最重的一种刑罚作为执行的刑罚，其余较轻的刑罚都被最重的刑罚吸收。并科原则也即相加原则，其内容是将数罪分别定罪量刑后，然后将各罪所处的刑罚相加在一起全部执行。限制加重原则的内容是，以数罪中的最高刑罚为基础，再加重一定的刑罚作为执行的刑罚，或者在数刑的合并刑期以下，依法酌情决定执行的刑罚。我国刑法第69条规定：判决宣告以前一人犯数罪的，除判处死刑和无期徒刑的以外，应当在总和刑期以下、数刑中最高刑期以上，酌情决定执行的刑期，但是管制最高不能超过3年，拘役最高不能超过1年，有期徒刑最高不能超过20年。如果数罪中有判处附加刑的，附加刑仍须执行。据此，我国刑法对数罪并罚采取的是混合原则。1.对于判处死刑和无期徒刑的，采取吸收原则。(1)数罪中判处几个死刑或者最重刑为死刑时，只执行一个死刑，不执行其他主刑。(2)数罪中判处几个无期徒刑或者最重刑为无期徒刑时，只执行一个无期徒刑，不执行其他主刑。在这种情况下，不能将两个以上的无期徒刑决定合并执行死刑。从形式上说，两个以上无期徒刑即使相加，也还是无期徒刑。从实质上说，无期徒刑与死刑是性质截然不同的两个刑种;刑法对死刑的适用是严格控制的，将两个以上的无期徒刑合并为死刑，就扩大了死刑的适用范围;而且既然被告人所犯各罪都只应判处无期徒刑，就说明还有改造的可能性，不能决定合并执行死刑。2.对于判处有期徒刑、拘役和管制的，采取限制加重原则。有期徒刑、拘役、管制都有期限，本身可以合并，但如果采取相加原则，就显得过严，而且不符合实际;如果采取吸收原则，就显得过宽，不利于预防犯罪。于是，我国刑法规定了限制加重原则。“限制”表现为两个方面：一是受总和刑期的限制，二是受数罪并罚法定最高刑的限制。以有期徒刑为例，被告人犯了两个罪，所判处的刑罚分别为10年和8年，总和刑期为18年，最高刑为10年，故应在10年以上18年以下决定执行的刑罚，此时受总和刑期的限制。如果被告人犯了三个罪，所判处的刑罚分别为10年、8年和6年，总和刑期为24年，最高刑为10年，但法律规定数罪并罚时有期徒刑不得超过20年，故只能在10年以上20年以下决定执行的刑期，此时受数罪并罚法定最高刑的限制。“加重”表现为，不仅可以在所判数刑中的最高刑期以上，而且可以超过有期徒刑、拘役、管制的一般法定最高限度，决定执行的刑期。有期徒刑在数罪并罚时可以超过15年达到20年，拘役可以超过6个月达到1年，管制可以超过2年达到3年。3.数罪中有判处附加刑的，附加刑仍须执行，即对判处附加刑的，采取附加刑与主刑并科的原则。如一人犯数罪，其中有两个罪分别被判处罚金与剥夺政治权利，那么，在执行主刑的同时，这两种附加刑仍须执行。因为附加刑与主刑的性质不同，不得换算与吸收，却可以并科执行。此外，刑法虽然没有明文规定附加刑的并罚，但根据有关司法解释，依法对犯罪人所犯数罪分别判处罚金的，应当实行并罚，将所判处的罚金数额相加，执行总和数额。一人犯数罪依法同时并处罚金和没收财产的，应当合并执行;但并处没收全部财产的，只执行没收财产刑。,10
买房写的男女双方的名字，离婚时要怎么分,"婚后买房离婚时如何分？房子的产权认定是以签订合同为准，不是以获得房产证的时间为准。1,要看房子是在婚前还是婚后买的，婚前买的，就是一方个人的婚前个人财产，另一方无权分的。若是婚前一方买的，但婚前或婚后加了另一方的名字",4
法律咨询：商服卫生间下水道反水，卫生间到马葫芦的管道归不归物业管！？,卫生间下水道反水是小区中高发问题之一，修缮多要破坏装修，特别麻烦。卫生间漏水原因有二：一是防水层破坏，二是管线损坏。第一种情况比较普遍，一般屋面防水保修期为3—5年。在实现中，我们常会遇到以下几种情况：1、保修期内，精装修房卫生间因防水层损坏漏水怎么办？一般该由开发商负责，因使用不当造成损害，则由行为人修复。2、保修期内，毛坯房卫生间因防水层损坏漏水怎么办？如果在验收房屋时业主曾亲自对24小时闭水实验进行确认，由业主负责。如果业主没有亲自确认，开发商只是有竣工验收合格证，但开发商能证明业主为认为损害的由业主负责；不能分清责任的，双方协调解决，协商不成，申请第三方鉴定，费用由鉴定后的责任方负责。3、开发商、物业公司不配合怎么办在漏水问题上，开发商不配合、物业公司不配合的情况时有发生，当业主的正当要求无法得到满足时，业主可以向当地房屋主管部门反应情况或向人民法院起诉。4、保修期外卫生间防水层自然损害怎么办房屋是一种特殊的商品，其特殊性之一就在于房产的不同所有人之间存在结构相连部分或共有、共用设备和附属建筑，这叫异产毗连房屋。建设部《城市异产毗连房屋管理规定》第九零条规定：凡异产毗连房屋发生自然损坏，所需修身缮费用由涉及的所有人按份额比例承担。5、保修期外卫生间防水层因人为损坏怎么办建设部《城市异产毗连房屋管理规定》第十一条规定房屋因使用不当造成损害，由责任人负责。6、邻居不配合怎么办?对于邻居不配合的情况，《城市异产毗连房屋管理规定》第十一起条规定，异产毗连房屋的自然损害，因及时修缮，不得拖延或拒绝；否则，造成损失的，责任人应负责赔偿。根据这个规定，如果你的邻居不配合，你可以向物业公司“求助”，因为协调业主之间的关系是物业公司的义务；如果不成，可向当地房屋主管部门反映情况寻求调解，或向当地人民法院起诉。7、保修期内因管线损坏造成漏水怎么办？在保修期内，一般应该由开发商负责。因使用不当造成的损害，则应由行为人负责。8、保修期外因管线损坏造成漏水怎么办？管道属于公用设施，是整体设施设备的一部分，可启用公共维修基金。,7
网络赌博赌超过三千万，会判多久,如果涉嫌赌博罪，刑事拘留最长37天，应当处三年以下有期徒刑。《中华人民共和国刑法》第三百零三条规定：以营利为目的，聚众赌博或者以赌博为业的，处三年以下有期徒刑、拘役或者管制，并处罚金。开设赌场的，处三年以下有期徒刑、拘役或者管制，并处罚金；情节严重的，处三年以上十年以下有期徒刑，并处罚金。,11
手机套现被骗了，3200元钱要我还一两万，怎么办？,套现，诈骗，可以报警。也可以置之不理，解绑手机号，注销手机号。用别人注册的手机新号。,9
请问是开设赌场罪一共脏款6500元大约可以判多少，,第三百零三条第二款开设赌场的，处三年以下有期徒刑、拘役或者管制，并处罚金;情节严重的，处三年以上十年以下有期徒刑，并处罚金。,6
六十万元的执行费是多少,"按1%缴纳执行金额或者价额不超过1万元的，每件交纳50元；超过1万元至50万元的部分，按照1.5％交纳；超过50万元至500万元的部分，按照1％交纳；超过500万元至1000万元的部分，按照0.5％交纳；超过1000万元的部分,按照0.1％交纳。",10
安置房可以买卖吗，买安置房有哪些风险,一、是否可以买卖所谓拆迁安置房是指因城市规划、土地开发等原因进行拆迁，而安置给被拆迁人或承租人居住使用的房屋。安置对象包括城镇居民被拆迁用户和征拆迁房屋的农户，安置房就是政府或企业对拆迁对象的一种补偿形式。有房产证的拆迁安置房当然可以买卖，交易也与普通房屋没有差别；而对于无证的拆迁安置房，要分清情况，主要注意以下几个问题：1、调查清楚拆迁前的产权性质，如果拆迁前具备，只是拆迁后开发商没有及时办理，如果有拆迁协议书，虽然麻烦，但日后还是可以办理产权证的;2、一定要办理公证手续，以免日收出现纠纷。二、安置房买卖的风险1、政策因素。拆迁安置房屋一般分为两大类：一类是房屋产权虽属于个人所有，但在取得所有权的一定期限内不能上市交易。另一类是因房产开发等因素而动拆迁，属于被安置人的私有财产，没有转让期限的限制，可以自由上市交易。2、价格因素。目前拆迁安置房的买卖大多是在签订了拆迁安置协议但房子尚未交付的情况下转让买卖的。拆迁户认为自己的利益受到了损失，因此拒绝交房，要求涨价，最终导致双方的矛盾加剧，引起诉讼。3、人的因素。“共有人”是拆迁安置房买卖风险的最大制造者。他们找合同的漏洞逃避法律责任追求己方利益，或为合同的履行设置障碍。实际上共有财产的部分共有人擅自处分共有财产，其行为应该视为无效。,3
一方未离婚与另一方同居是重婚吗,重婚罪在客观方面表现为行为人必须具有重婚的行为。即有配偶的人又与他人结婚的，或者明知他人有配偶而与之结婚的，就构成重婚罪。重婚罪有配偶，是指男人有妻、女人有夫，而且这种夫妻关系未经法律程序解除尚在存续的，即为有配偶的人；如果夫妻关系已经解除，或者因配偶一方死亡夫妻关系自然消失，即不再是有配偶的人。所谓又与他人结婚，包括骗取合法手续登记结婚的和虽未经婚姻登记手续但以夫妻关系共同生活的事实婚姻。所谓明知他人有配偶而与之结婚的，是指本人虽无配偶，但明知对方有配偶，而故意与之结婚的（包括登记结婚或者事实婚）。此种行为是有意破坏他人婚姻的行为。,4
赌博罪赌资的表现形式，赌博罪的构成要件有哪些,赌博罪的构成要件客体要件本罪侵犯的客体是社会主义的社会风尚。赌博不仅危害社会秩序，影响生产、工作和生活，而且往往是诱发其他犯罪的温床，对社会危害很大，应予严厉打击。客观要件本罪在客观方面表现为聚众赌博或者以赌博为业的行为。所谓聚众赌博，是指组织、招引多人进行赌博，本人从中抽头渔利。这种人俗称“赌头”，赌头本人不一定直接参加赌博。所谓以赌博为业，是指嗜赌成性，一贯赌博，以赌博所得为其生活来源，这种人俗称“赌棍”，只要具备聚众赌博或以赌博为业的其中一种行为，即符合赌博罪的客观要件。主体要件本罪主体为一般主体，凡达到法定刑事责任年龄且具备刑事责任能力的自然人均能构成本罪。主观要件本罪在主观方面表现为故意，并且以营利为目的。即行为人聚众赌博或者一贯参加赌博，是为了获取钱财，而不是为了消遣、娱乐。以营利为目的并不是说行为人一定要赢得钱财，只要是为了获取钱财，即使实际上未能赢得钱财甚至输了钱，也不影响行为人具备赌博罪的主观要件。,10
雇主死亡，该怎样索要被拖欠的工资,雇主死亡，可以对雇主的遗产为限申请拿回工资,3
朋友趁着我醉酒熟睡按压胳膊强奸了我算是暴力强奸吗,强奸罪的犯罪构成：客体该罪侵犯的客体是妇女性的不可侵犯的权利（又称贞操权），即妇女按照自己的意志决定正当性行为的权利。犯罪对象是所有女性。[1]客观方面使用暴力、胁迫或者其他手段（1）强奸罪客观上必须具有使用暴力、胁迫或者其他手段，使妇女处于不能反抗、不敢反抗、不知反抗状态或利用妇女处于不知、无法反抗的状态而乘机实行奸淫的行为。所谓暴力手段，是指不法对被害妇女的人身行使有形力的手段，即直接对被害妇女采取殴打、捆绑、堵嘴、卡脖子、按倒等危害人身安全或者人身自由，使妇女不敢反抗的手段。所谓胁迫手段，是指对被害妇女进行威胁、恫吓，达到精神上的强制，使妇女不敢反抗的手段，胁迫的核心是足以引起被害妇女的恐惧心理，使之不敢反抗，从而实现强行奸淫的意图。既可以直接对妇女进行威胁，也可以通过第三者进行威胁，既可以是口头胁迫，也可以是书面胁迫，既可以以暴力进行威胁，如持刀胁迫，也可以以非暴力进行威胁，如以揭发隐私、毁坏名誉相胁迫。需要注意的是，利用教养关系、从属关系、职务权利等与妇女发生性交的，不能一律视为强奸。问题的关键在于行为人是否利用了这种特定关系进行胁迫而使妇女不敢反抗，而不在于有没有这种特定关系。所谓其他手段，是指采用暴力、胁迫以外的使被害妇女不知抗拒或者不能抗拒的手段，具有与暴力、胁迫相同的强制性质。司法实践中常见的其他手段有：用酒灌醉或者药物麻醉的方法强奸妇女；利用妇女熟睡之机进行强奸；冒充妇女的丈夫或者情夫进行强奸，利用妇女患重病之机进行强奸；造成或利用妇女处于孤立无援的状态进行强奸；假冒治病强奸妇女；组织利用会道门、邪教组织或者利用迷信奸淫妇女等。违背妇女意志（2）须违背妇女意志违背妇女意志是强奸罪的本质特征，但是不能把“妇女不能抗拒”作为构成强奸罪的基本特征，它只是判断是否违背妇女意志的客观条件之一。由于犯罪分子在实施强奸时所采用的手段和所造成的客观条件不同，对被害妇女的强制程度也相应的有所不同，因而被害妇女对犯罪行为的反抗形式和其他表现形式也是不一样的：有的不顾一切进行剧烈的反抗；有的胆颤心惊地进行挣扎或者哀求，反抗不明显；有的则瞻前顾后，没有进行反抗，等等。所以，不能简单地以被害妇女当时有无反抗表示，作为认定强奸罪的必要条件。对妇女未作反抗或者反抗表示不明显的，要通观全案，具体分析，精心区别。认定是否违背妇女意志，也不能以被害妇女作风好坏来划分。如果行为人使用暴力或者胁迫手段强行与生活作风不好的妇女发生性行为的，仍应以强奸罪论处。[1]主体该罪的主体是特殊主体，即年满十四周岁具有刑事责任能力的男子，但在共同犯罪情况下，妇女教唆或者帮助男子强奸其他妇女的，以强奸罪的共犯论处。[1]主观方面该罪在主观方面表现为故意，并且具有奸淫的目的。是指犯罪分子意图与被害妇女发生性交的行为。如果犯罪分子不具有奸淫目的，而是以性交以外的行为满足性欲的，则就不能构成强奸妇女罪，如抠摸、搂抱的猥亵行为，构成犯罪的，则就以强制猥亵罪论处。[1]以明知妇女是不能正确表达自己意志的精神病人或有严重痴呆的人而与之性交的人，不管犯罪分子采取什么手段和被害妇女是否表示“同意”或“反抗”，都应视为违背妇女意志，构成强奸罪；对患有间歇性精神病妇女在精神病没有发作期间同意与之发生性交行为的，不构成强奸罪；对确实不知道妇女是青春型精神病患者，在妇女的勾引下与之发生性交行为的，一般不宜以强奸罪论处；对确实不知道妇女患有较轻微的痴呆症，在女方自愿或者在女方主动要求下与之发生性交行为的，不宜以犯罪论处。[1],7
医患关系何时才能和平相处，又一起暴力殴打护士事件,造成医患关系紧张的原因主要有沟通交流障碍和态度问题以及医疗质量问题等方面。结论面对医患关系的困境，医方需要积极的采取患者-医生-医院三位一体的应对策略，不断提高整体医疗质量，为患者提供人性化的医疗服务，努力改善医患关系。,5
责任的构成要件有哪些,主体法律责任主体是指违法主体或承担法律责任的主体。应注意的是，责任主体不完全等同于违法主体过错主观故意或过失。在刑法上故意或过失是判定行为人主观恶性的重要依据；民法上故意和过失统称为过错，是构成一般侵权行为的要素；在行政法领域，实施过错推定的方法。违法行为包括犯罪行为和一般违法行为违法行为与法律责任的关系是既联系又区别的，违法行为是法律责任产生的前提，而法律责任的承担不以违法的构成为条件损害事实即受到的损失和伤害的事实，包括人身、财产、精神三方面。损害应当具有确定性，即是业已发生的而不是即将发生的，损害必须根据社会的一般观念和公众意识予以认定；有此责任的承担不以实际损害存在为条件因果关系：违法行为与损害事实有一因一果的关系,10
